Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2063588;1000460692360105149;63835597224043;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063608;1000460692460114911;63835597224043;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063628;1000460692560192572;63835597224043;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063648;1000460692660193690;63835597224043;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063668;1000460692760200727;63835597224043;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063688;1000460692860275911;63835597224061;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063708;1000460692960271199;63835597224163;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063728;1000460693060342692;63835597224263;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.010, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063748;1000460693160410384;63835597224365;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.010, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063768;1000460693260399763;63835597224464;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.010, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063788;1000460693360464231;63835597224565;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.010, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063808;1000460693460526561;63835597224676;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.010, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063828;1000460693560512020;63835597224765;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.010, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063848;1000460693660572607;63835597224864;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063868;1000460693760508570;63835597224965;(-0.042, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063888;1000460693860566356;63835597225065;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063908;1000460693960621326;63835597225165;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063928;1000460694060487833;63835597225264;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063948;1000460694160542502;63835597225365;(-0.043, 0.722, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063968;1000460694260595566;63835597225465;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2063988;1000460694360630415;63835597225565;(-0.043, 0.721, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064008;1000460694460678077;63835597225665;(-0.043, 0.721, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064028;1000460694560723626;63835597225775;(-0.044, 0.721, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064048;1000460694660756614;63835597225865;(-0.043, 0.722, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064068;1000460694760798664;63835597225965;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064088;1000460694860834424;63835597226065;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064108;1000460694960868294;63835597226165;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064128;1000460695060906240;63835597226265;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064148;1000460695160929560;63835597226365;(-0.041, 0.724, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064168;1000460695260963815;63835597226464;(-0.042, 0.724, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064188;1000460695360997384;63835597226565;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064208;1000460695461014472;63835597226665;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064228;1000460695561045614;63835597226765;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064248;1000460695661143746;63835597226887;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064268;1000460695761154197;63835597226965;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064288;1000460695861178521;63835597227064;(-0.042, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064308;1000460695961198054;63835597227164;(-0.043, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064328;1000460696061206866;63835597227265;(-0.043, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064348;1000460696161297514;63835597227365;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064368;1000460696261304359;63835597227465;(-0.042, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064388;1000460696361313379;63835597227565;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064408;1000460696461400227;63835597227665;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064428;1000460696561401159;63835597227765;(-0.042, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064448;1000460696661477856;63835597227865;(-0.043, 0.722, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064468;1000460696761556188;63835597227976;(-0.042, 0.723, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064488;1000460696861548700;63835597228065;(-0.042, 0.723, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064508;1000460696961622261;63835597228165;(-0.042, 0.723, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064528;1000460697061621344;63835597228265;(-0.043, 0.723, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064548;1000460697161611014;63835597228365;(-0.043, 0.722, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064568;1000460697261683997;63835597228465;(-0.043, 0.721, 0.569);(-0.035, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064588;1000460697361674131;63835597228565;(-0.043, 0.721, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064608;1000460697461730828;63835597228665;(-0.043, 0.722, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064628;1000460697561798814;63835597228765;(-0.043, 0.722, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064648;1000460697661781499;63835597228865;(-0.043, 0.722, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064668;1000460697761833046;63835597228965;(-0.042, 0.723, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064688;1000460697861896361;63835597229076;(-0.042, 0.723, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064708;1000460697961941833;63835597229165;(-0.042, 0.723, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064728;1000460698061988876;63835597229265;(-0.042, 0.724, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064748;1000460698161972680;63835597229365;(-0.042, 0.724, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064768;1000460698262017099;63835597229465;(-0.042, 0.724, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2064788;1000460698362066851;63835597229565;(-0.042, 0.724, 0.569);(-0.034, -0.209, -0.009, 0.977);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
