Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
4722850;1000086601917526054;63837235752130;(0.038, 1.074, -0.180);(-0.080, -0.076, 0.024, 0.994);VALID;(-0.119, -0.056, 0.991);(0.000, 0.000, 0.000);75.750;VALID;(-0.090, -0.060, 0.994);(-0.038, 0.000, 0.000);0.286;3.743;13.108;VALID;(-0.147, -0.053, 0.988);(0.038, 0.000, 0.000);0.286;3.741;13.080;1.298185;0.8566428
4722851;1000086601922528606;63837235752130;(0.038, 1.074, -0.180);(-0.080, -0.076, 0.024, 0.994);VALID;(-0.119, -0.057, 0.991);(0.000, 0.000, 0.000);75.750;VALID;(-0.090, -0.060, 0.994);(-0.038, 0.000, 0.000);0.286;3.747;13.108;VALID;(-0.147, -0.053, 0.988);(0.038, 0.000, 0.000);0.286;3.741;13.080;1.298353;0.8599213
4722852;1000086601927531096;63837235752141;(0.038, 1.074, -0.180);(-0.080, -0.076, 0.024, 0.994);VALID;(-0.118, -0.057, 0.991);(0.000, 0.000, 0.000);75.750;VALID;(-0.090, -0.060, 0.994);(-0.038, 0.000, 0.000);0.286;3.751;13.108;VALID;(-0.146, -0.053, 0.988);(0.038, 0.000, 0.000);0.286;3.741;13.080;1.299525;0.8875342
4722853;1000086601932533440;63837235752142;(0.038, 1.074, -0.180);(-0.080, -0.076, 0.024, 0.994);VALID;(-0.118, -0.057, 0.991);(0.000, 0.000, 0.000);75.750;VALID;(-0.089, -0.060, 0.994);(-0.038, 0.000, 0.000);0.286;3.753;13.108;VALID;(-0.146, -0.053, 0.988);(0.038, 0.000, 0.000);0.286;3.741;13.080;1.301565;0.9343166
4722854;1000086601937535641;63837235752153;(0.038, 1.074, -0.180);(-0.080, -0.075, 0.024, 0.994);VALID;(-0.117, -0.057, 0.991);(0.000, 0.000, 0.000);75.750;VALID;(-0.089, -0.060, 0.994);(-0.038, 0.000, 0.000);0.286;3.755;13.108;VALID;(-0.145, -0.054, 0.988);(0.038, 0.000, 0.000);0.286;3.742;13.080;1.307398;0.9531394
4722855;1000086601942537699;63837235752153;(0.038, 1.074, -0.180);(-0.080, -0.075, 0.024, 0.994);VALID;(-0.117, -0.057, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.088, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.757;13.108;VALID;(-0.145, -0.054, 0.988);(0.038, 0.000, 0.000);0.286;3.743;13.080;1.312826;0.9581985
4722856;1000086601947539615;63837235752153;(0.038, 1.074, -0.180);(-0.080, -0.075, 0.024, 0.994);VALID;(-0.116, -0.057, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.088, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.759;13.108;VALID;(-0.144, -0.054, 0.988);(0.038, 0.000, 0.000);0.286;3.743;13.080;1.31894;0.9718161
4722857;1000086601952541389;63837235752164;(0.038, 1.074, -0.179);(-0.080, -0.075, 0.025, 0.994);VALID;(-0.116, -0.057, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.088, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.762;13.108;VALID;(-0.143, -0.054, 0.988);(0.038, 0.000, 0.000);0.286;3.744;13.080;1.32586;0.9759583
4722858;1000086601957543157;63837235752164;(0.038, 1.074, -0.179);(-0.080, -0.075, 0.025, 0.994);VALID;(-0.115, -0.057, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.087, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.763;13.108;VALID;(-0.143, -0.055, 0.988);(0.038, 0.000, 0.000);0.286;3.744;13.080;1.332698;0.9908205
4722859;1000086601962544917;63837235752175;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.025, 0.994);VALID;(-0.115, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.087, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.764;13.108;VALID;(-0.142, -0.055, 0.988);(0.038, 0.000, 0.000);0.286;3.745;13.080;1.338233;1
4722860;1000086601967546670;63837235752176;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.025, 0.994);VALID;(-0.115, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.087, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.765;13.108;VALID;(-0.142, -0.055, 0.988);(0.038, 0.000, 0.000);0.286;3.746;13.080;1.341072;1
4722861;1000086601972548418;63837235752195;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.026, 0.994);VALID;(-0.114, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.086, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.766;13.108;VALID;(-0.142, -0.056, 0.988);(0.038, 0.000, 0.000);0.286;3.747;13.080;1.345649;1
4722862;1000086601977550160;63837235752195;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.026, 0.994);VALID;(-0.114, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.086, -0.060, 0.994);(-0.038, 0.000, 0.000);0.287;3.767;13.108;VALID;(-0.141, -0.056, 0.988);(0.038, 0.000, 0.000);0.287;3.748;13.080;1.348423;1
4722863;1000086601982551951;63837235752196;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.026, 0.994);VALID;(-0.113, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.086, -0.060, 0.995);(-0.038, 0.000, 0.000);0.287;3.768;13.108;VALID;(-0.141, -0.056, 0.988);(0.038, 0.000, 0.000);0.287;3.756;13.080;1.349147;1
4722864;1000086601987553871;63837235752196;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.026, 0.994);VALID;(-0.113, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.085, -0.060, 0.995);(-0.038, 0.000, 0.000);0.288;3.770;13.108;VALID;(-0.141, -0.057, 0.988);(0.038, 0.000, 0.000);0.287;3.760;13.080;1.347577;1
4722865;1000086601992555917;63837235752208;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.113, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.085, -0.060, 0.995);(-0.038, 0.000, 0.000);0.288;3.771;13.108;VALID;(-0.140, -0.057, 0.988);(0.038, 0.000, 0.000);0.288;3.762;13.080;1.346555;1
4722866;1000086601997553445;63837235752208;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.085, -0.060, 0.995);(-0.038, 0.000, 0.000);0.288;3.771;13.108;VALID;(-0.140, -0.057, 0.989);(0.038, 0.000, 0.000);0.288;3.764;13.080;1.344786;1
4722867;1000086602002552275;63837235752208;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.084, -0.060, 0.995);(-0.038, 0.000, 0.000);0.288;3.771;13.108;VALID;(-0.140, -0.057, 0.989);(0.038, 0.000, 0.000);0.288;3.764;13.080;1.341069;1
4722868;1000086602007551246;63837235752222;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.084, -0.060, 0.995);(-0.038, 0.000, 0.000);0.288;3.772;13.108;VALID;(-0.140, -0.057, 0.989);(0.038, 0.000, 0.000);0.288;3.765;13.080;1.334896;1
4722869;1000086602012553787;63837235752223;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.084, -0.061, 0.995);(-0.038, 0.000, 0.000);0.288;3.772;13.108;VALID;(-0.140, -0.057, 0.989);(0.038, 0.000, 0.000);0.288;3.765;13.080;1.32917;1
4722871;1000086602022558848;63837235752235;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.288;3.776;13.108;VALID;(-0.140, -0.056, 0.989);(0.038, 0.000, 0.000);0.288;3.765;13.080;1.320425;1
4722872;1000086602027561369;63837235752235;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.288;3.776;13.108;VALID;(-0.140, -0.056, 0.989);(0.038, 0.000, 0.000);0.288;3.765;13.080;1.31814;1
4722873;1000086602032563882;63837235752246;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.287;3.760;13.108;VALID;(-0.140, -0.056, 0.989);(0.038, 0.000, 0.000);0.288;3.765;13.080;1.313114;1
4722874;1000086602037566389;63837235752247;(0.038, 1.074, -0.179);(-0.079, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.286;3.755;13.108;VALID;(-0.140, -0.056, 0.989);(0.038, 0.000, 0.000);0.288;3.765;13.080;1.301722;0.9818836
4722875;1000086602042568891;63837235752255;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.286;3.754;13.108;VALID;(-0.141, -0.056, 0.988);(0.038, 0.000, 0.000);0.288;3.766;13.080;1.294822;0.9298164
4722876;1000086602047571385;63837235752255;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.287;3.756;13.108;VALID;(-0.141, -0.055, 0.988);(0.038, 0.000, 0.000);0.288;3.767;13.080;1.29197;0.931436
4722877;1000086602052573872;63837235752266;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.287;3.759;13.108;VALID;(-0.141, -0.055, 0.988);(0.038, 0.000, 0.000);0.288;3.768;13.080;1.290702;0.9326493
4722878;1000086602057576351;63837235752266;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.287;3.764;13.108;VALID;(-0.141, -0.056, 0.988);(0.038, 0.000, 0.000);0.288;3.769;13.080;1.286044;0.9005706
4722879;1000086602062578823;63837235752279;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.058, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.288;3.782;13.108;VALID;(-0.141, -0.056, 0.988);(0.038, 0.000, 0.000);0.288;3.772;13.080;1.277004;0.8870233
4722880;1000086602067581285;63837235752279;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.059, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.061, 0.995);(-0.038, 0.000, 0.000);0.290;3.796;13.108;VALID;(-0.141, -0.056, 0.988);(0.038, 0.000, 0.000);0.288;3.771;13.080;1.280476;0.7623969
4722881;1000086602072583740;63837235752279;(0.038, 1.074, -0.179);(-0.078, -0.074, 0.027, 0.994);VALID;(-0.112, -0.059, 0.992);(0.000, 0.000, 0.000);75.750;VALID;(-0.083, -0.062, 0.995);(-0.038, 0.000, 0.000);0.291;3.811;13.108;VALID;(-0.141, -0.057, 0.988);(0.038, 0.000, 0.000);0.288;3.772;13.080;1.284477;0.6197183
4722882;1000086602077586187;63837235752289;(0.038, 1.074, -0.179);(-0.078, -0.075, 0.027, 0.994);VALID;(-0.113, -0.060, 0.992);(0.000, 0.000, 0.000);75.750;INVALID;;;;;;VALID;(-0.141, -0.058, 0.988);(0.038, 0.000, 0.000);0.290;3.795;13.080;2;0.1850897
4722883;1000086602082588574;63837235752289;(0.038, 1.074, -0.179);(-0.078, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722884;1000086602087590845;63837235752301;(0.038, 1.074, -0.179);(-0.077, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722885;1000086602092592976;63837235752301;(0.038, 1.074, -0.179);(-0.077, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722886;1000086602097594993;63837235752311;(0.038, 1.074, -0.179);(-0.077, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722887;1000086602102596867;63837235752311;(0.038, 1.074, -0.179);(-0.077, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722888;1000086602107598599;63837235752324;(0.038, 1.074, -0.179);(-0.076, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722889;1000086602112600326;63837235752324;(0.038, 1.074, -0.179);(-0.076, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722890;1000086602117602048;63837235752324;(0.038, 1.074, -0.179);(-0.076, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722891;1000086602122603765;63837235752335;(0.038, 1.074, -0.179);(-0.076, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722892;1000086602127605476;63837235752335;(0.038, 1.074, -0.179);(-0.076, -0.075, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722893;1000086602132607181;63837235752351;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722894;1000086602137608879;63837235752351;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722895;1000086602142610679;63837235752351;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722896;1000086602147612606;63837235752373;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722897;1000086602152614659;63837235752373;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722898;1000086602157612286;63837235752373;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722899;1000086602162611118;63837235752373;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722900;1000086602167610087;63837235752373;(0.038, 1.074, -0.179);(-0.075, -0.076, 0.027, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722901;1000086602172612573;63837235752396;(0.038, 1.074, -0.179);(-0.074, -0.076, 0.026, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722902;1000086602177615050;63837235752396;(0.038, 1.074, -0.179);(-0.074, -0.076, 0.026, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722903;1000086602182617517;63837235752396;(0.038, 1.074, -0.179);(-0.074, -0.076, 0.026, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722904;1000086602187619983;63837235752396;(0.038, 1.074, -0.179);(-0.074, -0.076, 0.026, 0.994);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
4722905;1000086602192622440;63837235752419;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.106, -0.074, 0.992);(0.000, 0.000, 0.000);75.750;INVALID;;;;;;VALID;(-0.128, -0.072, 0.989);(0.038, 0.000, 0.000);0.325;4.245;13.080;2;0
4722906;1000086602197624888;63837235752419;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.096, -0.114, 0.989);(0.000, 0.000, 0.000);75.750;INVALID;;;;;;VALID;(-0.111, -0.113, 0.987);(0.038, 0.000, 0.000);0.298;3.902;13.080;2;0
4722907;1000086602202627327;63837235752419;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.085, -0.129, 0.988);(0.000, 0.000, 0.000);75.750;INVALID;;;;;;VALID;(-0.094, -0.128, 0.987);(0.038, 0.000, 0.000);0.321;4.205;13.080;2;0
4722908;1000086602207629757;63837235752419;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.068, -0.142, 0.988);(0.000, 0.000, 0.000);75.750;VALID;(0.022, -0.176, 0.984);(-0.038, 0.000, 0.000);0.308;4.032;13.108;VALID;(-0.081, -0.140, 0.987);(0.038, 0.000, 0.000);0.320;4.192;13.080;0.6557213;0
4722909;1000086602212632176;63837235752419;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.054, -0.151, 0.987);(0.000, 0.000, 0.000);75.750;VALID;(0.024, -0.175, 0.984);(-0.038, 0.000, 0.000);0.308;4.033;13.108;VALID;(-0.071, -0.150, 0.986);(0.038, 0.000, 0.000);0.312;4.086;13.080;0.7448305;0
4722910;1000086602217634557;63837235752430;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.044, -0.155, 0.987);(0.000, 0.000, 0.000);75.750;VALID;(-0.065, -0.076, 0.995);(-0.038, 0.000, 0.000);0.318;4.172;13.108;VALID;(-0.065, -0.157, 0.986);(0.038, 0.000, 0.000);0.308;4.027;13.080;0.01;0
4722911;1000086602222636927;63837235752430;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.037, -0.162, 0.986);(0.000, 0.000, 0.000);75.750;VALID;(-0.045, -0.102, 0.994);(-0.038, 0.000, 0.000);0.307;4.026;13.108;VALID;(-0.061, -0.161, 0.985);(0.038, 0.000, 0.000);0.306;4.002;13.080;0.3141142;0
4722912;1000086602227639260;63837235752440;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.032, -0.167, 0.985);(0.000, 0.000, 0.000);75.750;VALID;(-0.027, -0.124, 0.992);(-0.038, 0.000, 0.000);0.305;3.994;13.108;VALID;(-0.058, -0.165, 0.985);(0.038, 0.000, 0.000);0.305;3.989;13.080;2;0
4722913;1000086602232641585;63837235752440;(0.038, 1.074, -0.179);(-0.073, -0.076, 0.026, 0.994);VALID;(-0.029, -0.169, 0.985);(0.000, 0.000, 0.000);75.750;VALID;(-0.013, -0.141, 0.990);(-0.038, 0.000, 0.000);0.304;3.980;13.108;VALID;(-0.056, -0.167, 0.984);(0.038, 0.000, 0.000);0.304;3.975;13.080;2;0
4722914;1000086602237647308;63837235752453;(0.038, 1.074, -0.178);(-0.072, -0.076, 0.026, 0.994);VALID;(-0.027, -0.171, 0.985);(0.000, 0.000, 0.000);75.750;VALID;(-0.003, -0.152, 0.988);(-0.038, 0.000, 0.000);0.303;3.972;13.108;VALID;(-0.055, -0.169, 0.984);(0.038, 0.000, 0.000);0.302;3.954;13.080;1.314908;0
