Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3034730;1000025184909779578;63837331904147;(-0.083, 1.077, -0.103);(0.022, 0.036, 0.023, 0.999);VALID;(-0.159, 0.123, 0.980);(0.000, 0.000, 0.000);66.925;VALID;(-0.228, 0.095, 0.969);(-0.033, 0.000, 0.000);0.303;3.939;12.987;VALID;(-0.191, 0.112, 0.975);(0.033, 0.000, 0.000);0.294;3.934;13.405;2;0
3034731;1000025184914779391;63837331904158;(-0.086, 1.077, -0.104);(0.022, 0.031, 0.024, 0.999);VALID;(-0.214, 0.118, 0.970);(0.000, 0.000, 0.000);66.925;VALID;(-0.227, 0.094, 0.969);(-0.033, 0.000, 0.000);0.303;3.938;12.987;VALID;(-0.250, 0.106, 0.962);(0.033, 0.000, 0.000);0.293;3.930;13.405;2;0
3034732;1000025184919779204;63837331904158;(-0.086, 1.077, -0.104);(0.022, 0.031, 0.024, 0.999);VALID;(-0.240, 0.112, 0.964);(0.000, 0.000, 0.000);66.925;VALID;(0.027, 0.140, 0.990);(-0.033, 0.000, 0.000);0.303;3.937;12.987;VALID;(-0.281, 0.100, 0.954);(0.033, 0.000, 0.000);0.293;3.931;13.405;0.208139;0
3034733;1000025184924779099;63837331904169;(-0.088, 1.077, -0.105);(0.023, 0.026, 0.025, 0.999);VALID;(-0.248, 0.106, 0.963);(0.000, 0.000, 0.000);66.925;VALID;(-0.091, 0.138, 0.986);(-0.033, 0.000, 0.000);0.303;3.936;12.987;VALID;(-0.290, 0.093, 0.952);(0.033, 0.000, 0.000);0.293;3.927;13.405;0.3107989;0
3034734;1000025184929779130;63837331904169;(-0.088, 1.077, -0.105);(0.023, 0.026, 0.025, 0.999);VALID;(-0.250, 0.101, 0.963);(0.000, 0.000, 0.000);66.925;VALID;(-0.152, 0.133, 0.979);(-0.033, 0.000, 0.000);0.303;3.936;12.987;VALID;(-0.292, 0.087, 0.952);(0.033, 0.000, 0.000);0.293;3.924;13.405;0.4167388;0
3034735;1000025184934779295;63837331904170;(-0.088, 1.077, -0.105);(0.023, 0.026, 0.025, 0.999);VALID;(-0.249, 0.097, 0.964);(0.000, 0.000, 0.000);66.925;VALID;(-0.181, 0.128, 0.975);(-0.033, 0.000, 0.000);0.303;3.941;12.987;VALID;(-0.295, 0.083, 0.952);(0.033, 0.000, 0.000);0.293;3.926;13.405;0.4883223;0
3034736;1000025184939779596;63837331904181;(-0.091, 1.077, -0.106);(0.023, 0.022, 0.026, 0.999);VALID;(-0.244, 0.094, 0.965);(0.000, 0.000, 0.000);66.925;VALID;(-0.190, 0.122, 0.974);(-0.033, 0.000, 0.000);0.304;3.942;12.987;VALID;(-0.290, 0.079, 0.954);(0.033, 0.000, 0.000);0.293;3.932;13.405;0.5440206;0
3034737;1000025184944780028;63837331904181;(-0.091, 1.077, -0.106);(0.023, 0.022, 0.026, 0.999);VALID;(-0.240, 0.091, 0.966);(0.000, 0.000, 0.000);66.925;VALID;(-0.191, 0.117, 0.975);(-0.033, 0.000, 0.000);0.304;3.944;12.987;VALID;(-0.287, 0.077, 0.955);(0.033, 0.000, 0.000);0.294;3.935;13.405;0.5734924;0
3034738;1000025184949780594;63837331904197;(-0.093, 1.076, -0.107);(0.023, 0.018, 0.027, 0.999);VALID;(-0.237, 0.089, 0.967);(0.000, 0.000, 0.000);66.925;VALID;(-0.191, 0.113, 0.975);(-0.033, 0.000, 0.000);0.304;3.945;12.987;VALID;(-0.282, 0.074, 0.957);(0.033, 0.000, 0.000);0.293;3.932;13.405;0.6021662;0
3034739;1000025184954784673;63837331904198;(-0.093, 1.076, -0.107);(0.023, 0.018, 0.027, 0.999);VALID;(-0.232, 0.087, 0.969);(0.000, 0.000, 0.000);66.925;VALID;(-0.188, 0.110, 0.976);(-0.033, 0.000, 0.000);0.304;3.947;12.987;VALID;(-0.276, 0.072, 0.958);(0.033, 0.000, 0.000);0.293;3.923;13.405;0.6212289;0
3034740;1000025184959788739;63837331904198;(-0.093, 1.076, -0.107);(0.023, 0.018, 0.027, 0.999);VALID;(-0.228, 0.086, 0.970);(0.000, 0.000, 0.000);66.925;VALID;(-0.185, 0.108, 0.977);(-0.033, 0.000, 0.000);0.304;3.948;12.987;VALID;(-0.271, 0.071, 0.960);(0.033, 0.000, 0.000);0.293;3.922;13.405;0.6314966;0
3034741;1000025184964792791;63837331904207;(-0.096, 1.076, -0.108);(0.024, 0.014, 0.027, 0.999);VALID;(-0.224, 0.085, 0.971);(0.000, 0.000, 0.000);66.925;VALID;(-0.181, 0.106, 0.978);(-0.033, 0.000, 0.000);0.304;3.951;12.987;VALID;(-0.267, 0.070, 0.961);(0.033, 0.000, 0.000);0.293;3.927;13.405;0.6372823;0
3034742;1000025184969796830;63837331904207;(-0.096, 1.076, -0.108);(0.024, 0.014, 0.027, 0.999);VALID;(-0.221, 0.085, 0.972);(0.000, 0.000, 0.000);66.925;VALID;(-0.176, 0.105, 0.979);(-0.033, 0.000, 0.000);0.305;3.963;12.987;VALID;(-0.265, 0.069, 0.962);(0.033, 0.000, 0.000);0.294;3.937;13.405;0.6247932;0
3034743;1000025184974800856;63837331904214;(-0.098, 1.076, -0.108);(0.024, 0.010, 0.029, 0.999);VALID;(-0.218, 0.085, 0.972);(0.000, 0.000, 0.000);66.925;VALID;(-0.173, 0.105, 0.979);(-0.033, 0.000, 0.000);0.306;3.969;12.987;VALID;(-0.260, 0.069, 0.963);(0.033, 0.000, 0.000);0.296;3.964;13.405;0.6347539;0
3034744;1000025184979804867;63837331904224;(-0.100, 1.076, -0.109);(0.025, 0.008, 0.029, 0.999);VALID;(-0.214, 0.085, 0.973);(0.000, 0.000, 0.000);66.925;VALID;(-0.169, 0.105, 0.980);(-0.033, 0.000, 0.000);0.306;3.974;12.987;VALID;(-0.257, 0.069, 0.964);(0.033, 0.000, 0.000);0.296;3.974;13.405;0.6296992;0
3034745;1000025184984808838;63837331904224;(-0.100, 1.076, -0.109);(0.025, 0.008, 0.029, 0.999);VALID;(-0.211, 0.086, 0.974);(0.000, 0.000, 0.000);66.925;VALID;(-0.165, 0.105, 0.981);(-0.033, 0.000, 0.000);0.306;3.977;12.987;VALID;(-0.254, 0.069, 0.965);(0.033, 0.000, 0.000);0.297;3.985;13.405;0.6273702;0
3034746;1000025184989812797;63837331904225;(-0.100, 1.076, -0.109);(0.025, 0.008, 0.029, 0.999);VALID;(-0.207, 0.086, 0.975);(0.000, 0.000, 0.000);66.925;VALID;(-0.160, 0.104, 0.982);(-0.033, 0.000, 0.000);0.306;3.979;12.987;VALID;(-0.250, 0.069, 0.966);(0.033, 0.000, 0.000);0.298;3.991;13.405;0.6276801;0
3034747;1000025184994816715;63837331904235;(-0.103, 1.076, -0.110);(0.025, 0.004, 0.030, 0.999);VALID;(-0.204, 0.085, 0.975);(0.000, 0.000, 0.000);66.925;VALID;(-0.156, 0.104, 0.982);(-0.033, 0.000, 0.000);0.307;3.980;12.987;VALID;(-0.247, 0.069, 0.967);(0.033, 0.000, 0.000);0.298;3.992;13.405;0.6272321;0
3034748;1000025184999820619;63837331904235;(-0.103, 1.076, -0.110);(0.025, 0.004, 0.030, 0.999);VALID;(-0.201, 0.085, 0.976);(0.000, 0.000, 0.000);66.925;VALID;(-0.153, 0.103, 0.983);(-0.033, 0.000, 0.000);0.307;3.981;12.987;VALID;(-0.244, 0.069, 0.967);(0.033, 0.000, 0.000);0.298;3.992;13.405;0.6240799;0
3034749;1000025185004824375;63837331904247;(-0.105, 1.075, -0.111);(0.026, 0.001, 0.031, 0.999);VALID;(-0.198, 0.085, 0.976);(0.000, 0.000, 0.000);66.925;VALID;(-0.149, 0.103, 0.983);(-0.033, 0.000, 0.000);0.307;3.983;12.987;VALID;(-0.242, 0.069, 0.968);(0.033, 0.000, 0.000);0.298;3.992;13.405;0.6196467;0
3034750;1000025185009827983;63837331904247;(-0.105, 1.075, -0.111);(0.026, 0.001, 0.031, 0.999);VALID;(-0.197, 0.085, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.147, 0.103, 0.984);(-0.033, 0.000, 0.000);0.307;3.985;12.987;VALID;(-0.240, 0.069, 0.968);(0.033, 0.000, 0.000);0.298;3.995;13.405;0.6183497;0
3034751;1000025185014831442;63837331904257;(-0.107, 1.075, -0.111);(0.027, -0.002, 0.032, 0.999);VALID;(-0.195, 0.086, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.144, 0.103, 0.984);(-0.033, 0.000, 0.000);0.308;3.993;12.987;VALID;(-0.239, 0.069, 0.969);(0.033, 0.000, 0.000);0.298;3.995;13.405;0.613057;0
3034752;1000025185019834753;63837331904257;(-0.107, 1.075, -0.111);(0.027, -0.002, 0.032, 0.999);VALID;(-0.195, 0.086, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.142, 0.103, 0.984);(-0.033, 0.000, 0.000);0.308;3.994;12.987;VALID;(-0.238, 0.070, 0.969);(0.033, 0.000, 0.000);0.298;3.995;13.405;0.6051662;0
3034753;1000025185024837918;63837331904268;(-0.109, 1.075, -0.112);(0.028, -0.004, 0.033, 0.999);VALID;(-0.193, 0.086, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.140, 0.104, 0.985);(-0.033, 0.000, 0.000);0.308;3.996;12.987;VALID;(-0.236, 0.070, 0.969);(0.033, 0.000, 0.000);0.298;3.996;13.405;0.6054957;0
3034754;1000025185029841018;63837331904268;(-0.109, 1.075, -0.112);(0.028, -0.004, 0.033, 0.999);VALID;(-0.190, 0.086, 0.978);(0.000, 0.000, 0.000);66.925;VALID;(-0.138, 0.103, 0.985);(-0.033, 0.000, 0.000);0.307;3.992;12.987;VALID;(-0.233, 0.070, 0.970);(0.033, 0.000, 0.000);0.298;3.996;13.405;0.6189154;0
3034755;1000025185034840647;63837331904279;(-0.110, 1.075, -0.113);(0.029, -0.006, 0.033, 0.999);VALID;(-0.186, 0.086, 0.979);(0.000, 0.000, 0.000);66.925;VALID;(-0.137, 0.103, 0.985);(-0.033, 0.000, 0.000);0.307;3.991;12.987;VALID;(-0.228, 0.071, 0.971);(0.033, 0.000, 0.000);0.298;3.995;13.405;0.6394243;0
3034756;1000025185039840276;63837331904279;(-0.110, 1.075, -0.113);(0.029, -0.006, 0.033, 0.999);VALID;(-0.180, 0.087, 0.980);(0.000, 0.000, 0.000);66.925;VALID;(-0.136, 0.103, 0.985);(-0.033, 0.000, 0.000);0.307;3.991;12.987;VALID;(-0.224, 0.072, 0.972);(0.033, 0.000, 0.000);0.298;3.997;13.405;0.6617487;0
3034757;1000025185044839907;63837331904279;(-0.110, 1.075, -0.113);(0.029, -0.006, 0.033, 0.999);VALID;(-0.175, 0.087, 0.981);(0.000, 0.000, 0.000);66.925;VALID;(-0.133, 0.103, 0.986);(-0.033, 0.000, 0.000);0.307;3.990;12.987;VALID;(-0.218, 0.072, 0.973);(0.033, 0.000, 0.000);0.298;3.997;13.405;0.6830006;0
3034758;1000025185049839539;63837331904290;(-0.112, 1.074, -0.113);(0.030, -0.008, 0.034, 0.999);VALID;(-0.170, 0.087, 0.982);(0.000, 0.000, 0.000);66.925;VALID;(-0.130, 0.102, 0.986);(-0.033, 0.000, 0.000);0.307;3.989;12.987;VALID;(-0.213, 0.072, 0.974);(0.033, 0.000, 0.000);0.297;3.988;13.405;0.7013952;0
3034759;1000025185054839173;63837331904290;(-0.112, 1.074, -0.113);(0.030, -0.008, 0.034, 0.999);VALID;(-0.164, 0.088, 0.983);(0.000, 0.000, 0.000);66.925;VALID;(-0.125, 0.103, 0.987);(-0.033, 0.000, 0.000);0.307;3.984;12.987;VALID;(-0.208, 0.073, 0.975);(0.033, 0.000, 0.000);0.297;3.979;13.405;0.7017133;0
3034760;1000025185059838808;63837331904301;(-0.114, 1.074, -0.114);(0.031, -0.010, 0.035, 0.999);VALID;(-0.159, 0.088, 0.983);(0.000, 0.000, 0.000);66.925;VALID;(-0.119, 0.103, 0.988);(-0.033, 0.000, 0.000);0.306;3.980;12.987;VALID;(-0.204, 0.073, 0.976);(0.033, 0.000, 0.000);0.296;3.971;13.405;0.6918129;0
3034761;1000025185064838443;63837331904301;(-0.114, 1.074, -0.114);(0.031, -0.010, 0.035, 0.999);VALID;(-0.154, 0.088, 0.984);(0.000, 0.000, 0.000);66.925;VALID;(-0.114, 0.103, 0.988);(-0.033, 0.000, 0.000);0.306;3.977;12.987;VALID;(-0.200, 0.073, 0.977);(0.033, 0.000, 0.000);0.296;3.969;13.405;0.6824828;0
3034762;1000025185069838080;63837331904315;(-0.115, 1.074, -0.115);(0.032, -0.012, 0.035, 0.999);VALID;(-0.152, 0.088, 0.984);(0.000, 0.000, 0.000);66.925;VALID;(-0.114, 0.104, 0.988);(-0.033, 0.000, 0.000);0.307;3.986;12.987;VALID;(-0.195, 0.073, 0.978);(0.033, 0.000, 0.000);0.294;3.946;13.405;0.708203;0
3034763;1000025185074837718;63837331904315;(-0.115, 1.074, -0.115);(0.032, -0.012, 0.035, 0.999);VALID;(-0.156, 0.089, 0.984);(0.000, 0.000, 0.000);66.925;VALID;(-0.116, 0.104, 0.988);(-0.033, 0.000, 0.000);0.307;3.988;12.987;VALID;(-0.199, 0.075, 0.977);(0.033, 0.000, 0.000);0.295;3.950;13.405;0.7037006;0
3034764;1000025185079837358;63837331904315;(-0.115, 1.074, -0.115);(0.032, -0.012, 0.035, 0.999);VALID;(-0.159, 0.091, 0.983);(0.000, 0.000, 0.000);66.925;VALID;(-0.118, 0.105, 0.987);(-0.033, 0.000, 0.000);0.307;3.988;12.987;VALID;(-0.203, 0.076, 0.976);(0.033, 0.000, 0.000);0.293;3.922;13.405;0.6900534;0
3034765;1000025185084837132;63837331904325;(-0.117, 1.074, -0.115);(0.033, -0.014, 0.036, 0.999);VALID;(-0.162, 0.092, 0.982);(0.000, 0.000, 0.000);66.925;VALID;(-0.120, 0.106, 0.987);(-0.033, 0.000, 0.000);0.307;3.984;12.987;VALID;(-0.207, 0.079, 0.975);(0.033, 0.000, 0.000);0.292;3.919;13.405;0.6867042;0
3034766;1000025185089837044;63837331904325;(-0.117, 1.074, -0.115);(0.033, -0.014, 0.036, 0.999);VALID;(-0.164, 0.094, 0.982);(0.000, 0.000, 0.000);66.925;VALID;(-0.121, 0.107, 0.987);(-0.033, 0.000, 0.000);0.307;3.981;12.987;VALID;(-0.209, 0.081, 0.975);(0.033, 0.000, 0.000);0.292;3.919;13.405;0.6869888;0
3034767;1000025185094837091;63837331904336;(-0.119, 1.073, -0.116);(0.033, -0.015, 0.037, 0.999);VALID;(-0.166, 0.096, 0.981);(0.000, 0.000, 0.000);66.925;VALID;(-0.122, 0.109, 0.986);(-0.033, 0.000, 0.000);0.306;3.979;12.987;VALID;(-0.210, 0.083, 0.974);(0.033, 0.000, 0.000);0.291;3.900;13.405;0.6862473;0
3034768;1000025185099837272;63837331904336;(-0.119, 1.073, -0.116);(0.033, -0.015, 0.037, 0.999);VALID;(-0.167, 0.098, 0.981);(0.000, 0.000, 0.000);66.925;VALID;(-0.123, 0.111, 0.986);(-0.033, 0.000, 0.000);0.306;3.975;12.987;VALID;(-0.211, 0.085, 0.974);(0.033, 0.000, 0.000);0.290;3.891;13.405;0.6854213;0
3034769;1000025185104837588;63837331904348;(-0.120, 1.073, -0.117);(0.033, -0.017, 0.038, 0.999);VALID;(-0.168, 0.100, 0.981);(0.000, 0.000, 0.000);66.925;VALID;(-0.125, 0.113, 0.986);(-0.033, 0.000, 0.000);0.306;3.969;12.987;VALID;(-0.212, 0.086, 0.974);(0.033, 0.000, 0.000);0.290;3.885;13.405;0.685554;0
3034770;1000025185109838038;63837331904348;(-0.120, 1.073, -0.117);(0.033, -0.017, 0.038, 0.999);VALID;(-0.170, 0.102, 0.980);(0.000, 0.000, 0.000);66.925;VALID;(-0.127, 0.116, 0.985);(-0.033, 0.000, 0.000);0.305;3.964;12.987;VALID;(-0.214, 0.088, 0.973);(0.033, 0.000, 0.000);0.291;3.904;13.405;0.6852608;0
3034771;1000025185114841947;63837331904358;(-0.121, 1.073, -0.117);(0.033, -0.018, 0.038, 0.999);VALID;(-0.172, 0.105, 0.980);(0.000, 0.000, 0.000);66.925;VALID;(-0.129, 0.118, 0.985);(-0.033, 0.000, 0.000);0.305;3.960;12.987;VALID;(-0.216, 0.091, 0.972);(0.033, 0.000, 0.000);0.292;3.910;13.405;0.6840785;0
3034772;1000025185119845840;63837331904358;(-0.121, 1.073, -0.117);(0.033, -0.018, 0.038, 0.999);VALID;(-0.173, 0.107, 0.979);(0.000, 0.000, 0.000);66.925;VALID;(-0.130, 0.120, 0.984);(-0.033, 0.000, 0.000);0.304;3.950;12.987;VALID;(-0.219, 0.094, 0.971);(0.033, 0.000, 0.000);0.292;3.909;13.405;0.6825376;0
3034773;1000025185124849721;63837331904370;(-0.122, 1.073, -0.118);(0.033, -0.018, 0.039, 0.999);VALID;(-0.175, 0.109, 0.979);(0.000, 0.000, 0.000);66.925;VALID;(-0.131, 0.122, 0.984);(-0.033, 0.000, 0.000);0.304;3.944;12.987;VALID;(-0.220, 0.095, 0.971);(0.033, 0.000, 0.000);0.289;3.873;13.405;0.6767828;0
3034774;1000025185129853561;63837331904370;(-0.122, 1.073, -0.118);(0.033, -0.018, 0.039, 0.999);VALID;(-0.176, 0.111, 0.978);(0.000, 0.000, 0.000);66.925;VALID;(-0.132, 0.124, 0.983);(-0.033, 0.000, 0.000);0.303;3.935;12.987;VALID;(-0.221, 0.097, 0.970);(0.033, 0.000, 0.000);0.289;3.874;13.405;0.6722763;0
3034775;1000025185134857387;63837331904370;(-0.122, 1.073, -0.118);(0.033, -0.018, 0.039, 0.999);VALID;(-0.176, 0.113, 0.978);(0.000, 0.000, 0.000);66.925;VALID;(-0.132, 0.126, 0.983);(-0.033, 0.000, 0.000);0.302;3.927;12.987;VALID;(-0.223, 0.100, 0.970);(0.033, 0.000, 0.000);0.289;3.874;13.405;0.6671095;0
3034776;1000025185139861200;63837331904382;(-0.124, 1.073, -0.118);(0.033, -0.019, 0.039, 0.998);VALID;(-0.176, 0.115, 0.978);(0.000, 0.000, 0.000);66.925;VALID;(-0.132, 0.128, 0.983);(-0.033, 0.000, 0.000);0.302;3.917;12.987;VALID;(-0.223, 0.101, 0.970);(0.033, 0.000, 0.000);0.287;3.842;13.405;0.664283;0
3034777;1000025185144865028;63837331904382;(-0.124, 1.073, -0.118);(0.033, -0.019, 0.039, 0.998);VALID;(-0.177, 0.116, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.132, 0.130, 0.983);(-0.033, 0.000, 0.000);0.301;3.909;12.987;VALID;(-0.223, 0.103, 0.969);(0.033, 0.000, 0.000);0.287;3.846;13.405;0.6600379;0
3034778;1000025185149868843;63837331904393;(-0.125, 1.073, -0.119);(0.034, -0.020, 0.040, 0.998);VALID;(-0.177, 0.118, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.132, 0.132, 0.983);(-0.033, 0.000, 0.000);0.300;3.897;12.987;VALID;(-0.224, 0.105, 0.969);(0.033, 0.000, 0.000);0.287;3.848;13.405;0.6533256;0
3034779;1000025185154872646;63837331904393;(-0.125, 1.073, -0.119);(0.034, -0.020, 0.040, 0.998);VALID;(-0.177, 0.120, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.131, 0.132, 0.982);(-0.033, 0.000, 0.000);0.298;3.869;12.987;VALID;(-0.224, 0.107, 0.969);(0.033, 0.000, 0.000);0.287;3.844;13.405;0.6540505;0
3034780;1000025185159876301;63837331904404;(-0.126, 1.072, -0.119);(0.034, -0.020, 0.040, 0.998);VALID;(-0.176, 0.120, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.131, 0.133, 0.982);(-0.033, 0.000, 0.000);0.297;3.852;12.987;VALID;(-0.224, 0.107, 0.969);(0.033, 0.000, 0.000);0.284;3.808;13.405;0.65266;0
3034781;1000025185164879807;63837331904405;(-0.126, 1.072, -0.119);(0.034, -0.020, 0.040, 0.998);VALID;(-0.175, 0.120, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.130, 0.134, 0.982);(-0.033, 0.000, 0.000);0.296;3.840;12.987;VALID;(-0.223, 0.107, 0.969);(0.033, 0.000, 0.000);0.283;3.796;13.405;0.6535795;0
3034782;1000025185169883167;63837331904405;(-0.126, 1.072, -0.119);(0.034, -0.020, 0.040, 0.998);VALID;(-0.175, 0.121, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.130, 0.134, 0.982);(-0.033, 0.000, 0.000);0.295;3.831;12.987;VALID;(-0.223, 0.108, 0.969);(0.033, 0.000, 0.000);0.284;3.806;13.405;0.6557517;0.1257457
3034783;1000025185174886380;63837331904416;(-0.127, 1.072, -0.120);(0.034, -0.020, 0.040, 0.998);VALID;(-0.174, 0.121, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.129, 0.134, 0.982);(-0.033, 0.000, 0.000);0.295;3.829;12.987;VALID;(-0.222, 0.108, 0.969);(0.033, 0.000, 0.000);0.283;3.792;13.405;0.6561342;0.118439
3034784;1000025185179889446;63837331904416;(-0.127, 1.072, -0.120);(0.034, -0.020, 0.040, 0.998);VALID;(-0.174, 0.122, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.129, 0.135, 0.982);(-0.033, 0.000, 0.000);0.295;3.828;12.987;VALID;(-0.221, 0.108, 0.969);(0.033, 0.000, 0.000);0.282;3.783;13.405;0.6553969;0.1825206
3034785;1000025185184892421;63837331904427;(-0.127, 1.072, -0.120);(0.035, -0.020, 0.041, 0.998);VALID;(-0.174, 0.122, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.129, 0.135, 0.983);(-0.033, 0.000, 0.000);0.295;3.828;12.987;VALID;(-0.221, 0.108, 0.969);(0.033, 0.000, 0.000);0.282;3.777;13.405;0.6556135;0.2694328
3034786;1000025185189895386;63837331904427;(-0.127, 1.072, -0.120);(0.035, -0.020, 0.041, 0.998);VALID;(-0.173, 0.122, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.128, 0.135, 0.983);(-0.033, 0.000, 0.000);0.295;3.828;12.987;VALID;(-0.221, 0.108, 0.969);(0.033, 0.000, 0.000);0.281;3.773;13.405;0.6538324;0.2649482
3034787;1000025185194898340;63837331904438;(-0.128, 1.072, -0.121);(0.035, -0.020, 0.041, 0.998);VALID;(-0.173, 0.122, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.127, 0.135, 0.983);(-0.033, 0.000, 0.000);0.295;3.829;12.987;VALID;(-0.221, 0.109, 0.969);(0.033, 0.000, 0.000);0.282;3.786;13.405;0.651076;0.2177121
3034788;1000025185199897823;63837331904438;(-0.128, 1.072, -0.121);(0.035, -0.020, 0.041, 0.998);VALID;(-0.172, 0.123, 0.977);(0.000, 0.000, 0.000);66.925;VALID;(-0.126, 0.136, 0.983);(-0.033, 0.000, 0.000);0.295;3.831;12.987;VALID;(-0.221, 0.110, 0.969);(0.033, 0.000, 0.000);0.283;3.788;13.405;0.6464998;0.2117452
3034789;1000025185204897308;63837331904453;(-0.129, 1.072, -0.121);(0.036, -0.020, 0.041, 0.998);VALID;(-0.171, 0.123, 0.978);(0.000, 0.000, 0.000);66.925;VALID;(-0.125, 0.136, 0.983);(-0.033, 0.000, 0.000);0.295;3.833;12.987;VALID;(-0.220, 0.110, 0.969);(0.033, 0.000, 0.000);0.283;3.789;13.405;0.6406212;0.2836144
3034790;1000025185209896794;63837331904453;(-0.129, 1.072, -0.121);(0.036, -0.020, 0.041, 0.998);VALID;(-0.170, 0.124, 0.978);(0.000, 0.000, 0.000);66.925;VALID;(-0.124, 0.137, 0.983);(-0.033, 0.000, 0.000);0.295;3.834;12.987;VALID;(-0.220, 0.110, 0.969);(0.033, 0.000, 0.000);0.282;3.776;13.405;0.6344993;0.297712
