Key,KeyID,HitPointLocalX,HitPointLocalY,KeyGroundTruthLocalX,KeyGroundTruthLocalY
o,15,1.093015,0.08808002,1.21675,0.01100027
o,15,1.087304,0.08323973,1.21675,0.01100027
o,15,1.08223,0.08072949,1.21675,0.01100027
o,15,1.079546,0.08035097,1.21675,0.01100027
o,15,1.113024,0.0979441,1.21675,0.01100027
o,15,1.154204,0.1116431,1.21675,0.01100027
o,15,1.19018,0.1245548,1.21675,0.01100027
o,15,1.227831,0.1439975,1.21675,0.01100027
o,15,1.241575,0.1544771,1.21675,0.01100027
o,15,1.249075,0.1677795,1.21675,0.01100027
o,15,1.249776,0.174513,1.21675,0.01100027
o,15,1.249533,0.1798263,1.21675,0.01100027
o,15,1.246274,0.1870207,1.21675,0.01100027
o,15,1.242766,0.191406,1.21675,0.01100027
o,15,1.240226,0.1919268,1.21675,0.01100027
o,15,1.237662,0.1929832,1.21675,0.01100027
o,15,1.235064,0.1931412,1.21675,0.01100027
o,15,1.23266,0.192975,1.21675,0.01100027
o,15,1.230325,0.1929833,1.21675,0.01100027
o,15,1.227352,0.1922542,1.21675,0.01100027
o,15,1.221223,0.1899217,1.21675,0.01100027
o,15,1.119835,0.1859346,1.21675,0.01100027
i,9,0.9883825,0.1781488,0.8667499,0.01100029
i,9,0.9442229,0.1737322,0.8667499,0.01100029
i,9,0.8946546,0.1645107,0.8667499,0.01100029
i,9,0.8859561,0.1619807,0.8667499,0.01100029
i,9,0.8852454,0.1607144,0.8667499,0.01100029
i,9,0.8811913,0.158669,0.8667499,0.01100029
i,9,0.8806772,0.1563629,0.8667499,0.01100029
i,9,0.8807695,0.1548794,0.8667499,0.01100029
i,9,0.8775387,0.1534635,0.8667499,0.01100029
i,9,0.8673934,0.1505639,0.8667499,0.01100029
i,9,0.8674483,0.1497511,0.8667499,0.01100029
i,9,0.8663256,0.1485762,0.8667499,0.01100029
i,9,0.863391,0.1466938,0.8667499,0.01100029
i,9,0.8617989,0.1449808,0.8667499,0.01100029
i,9,0.8582249,0.1434397,0.8667499,0.01100029
i,9,0.8559364,0.1440634,0.8667499,0.01100029
i,9,0.8519256,0.1432044,0.8667499,0.01100029
i,9,0.8501589,0.1473503,0.8667499,0.01100029
i,9,0.8478649,0.1480801,0.8667499,0.01100029
i,9,0.8468701,0.1537301,0.8667499,0.01100029
i,9,0.8455161,0.1539802,0.8667499,0.01100029
i,9,0.8454894,0.1528883,0.8667499,0.01100029
i,9,0.8457306,0.1506997,0.8667499,0.01100029
i,9,0.8453929,0.1483656,0.8667499,0.01100029
i,9,0.8450668,0.1473108,0.8667499,0.01100029
i,9,0.8444949,0.1461318,0.8667499,0.01100029
i,9,0.8442995,0.1473149,0.8667499,0.01100029
i,9,0.8440694,0.1462,0.8667499,0.01100029
i,9,0.8433101,0.142162,0.8667499,0.01100029
i,9,0.8602254,0.1415054,0.8667499,0.01100029
i,9,0.9001722,0.1428712,0.8667499,0.01100029
o,15,1.160838,0.1406587,1.21675,0.01100027
o,15,1.220882,0.1436034,1.21675,0.01100027
o,15,1.228201,0.1517365,1.21675,0.01100027
o,15,1.241118,0.1519906,1.21675,0.01100027
o,15,1.244413,0.1517718,1.21675,0.01100027
o,15,1.245435,0.1467908,1.21675,0.01100027
o,15,1.23591,0.1607547,1.21675,0.01100027
o,15,1.235891,0.159333,1.21675,0.01100027
o,15,1.23421,0.1648875,1.21675,0.01100027
o,15,1.234061,0.1717699,1.21675,0.01100027
o,15,1.233646,0.1758656,1.21675,0.01100027
o,15,1.233134,0.1727548,1.21675,0.01100027
o,15,1.232601,0.16916,1.21675,0.01100027
o,15,1.230525,0.1686952,1.21675,0.01100027
o,15,1.2281,0.1693271,1.21675,0.01100027
o,15,1.227162,0.1653531,1.21675,0.01100027
o,15,1.225964,0.1669346,1.21675,0.01100027
o,15,1.226143,0.1620522,1.21675,0.01100027
o,15,1.226423,0.1578652,1.21675,0.01100027
o,15,1.226518,0.1541406,1.21675,0.01100027
o,15,1.224894,0.1558798,1.21675,0.01100027
o,15,1.223499,0.1586542,1.21675,0.01100027
o,15,1.223597,0.1561176,1.21675,0.01100027
o,15,1.223734,0.1535696,1.21675,0.01100027
o,15,1.223598,0.1517455,1.21675,0.01100027
o,15,1.223274,0.1539044,1.21675,0.01100027
o,15,1.220281,0.1627614,1.21675,0.01100027
o,15,1.235401,0.1679358,1.21675,0.01100027
o,15,1.281566,0.1717723,1.21675,0.01100027
o,15,1.341691,0.1725178,1.21675,0.01100027
p,16,1.42763,0.1939632,1.56675,0.01100035
p,16,1.43615,0.2000105,1.56675,0.01100035
p,16,1.60655,0.1821203,1.56675,0.01100035
o,15,1.312373,0.1334019,1.21675,0.01100027
i,9,0.7608283,-0.04299684,0.8667499,0.01100029
u,21,0.5662881,-0.1362612,0.5167501,0.01100031
h,8,0.4619113,-0.2434361,0.34175,-0.4290001
h,8,0.4584951,-0.2498989,0.34175,-0.4290001
h,8,0.4489582,-0.2572326,0.34175,-0.4290001
h,8,0.4457354,-0.2700546,0.34175,-0.4290001
h,8,0.4440458,-0.2830781,0.34175,-0.4290001
h,8,0.4432667,-0.2925053,0.34175,-0.4290001
h,8,0.4414918,-0.3016491,0.34175,-0.4290001
h,8,0.4388463,-0.3081856,0.34175,-0.4290001
h,8,0.4373958,-0.3095912,0.34175,-0.4290001
h,8,0.4345565,-0.305521,0.34175,-0.4290001
h,8,0.4278718,-0.3104407,0.34175,-0.4290001
h,8,0.3980632,-0.3376833,0.34175,-0.4290001
g,7,0.03555613,-0.5150587,-0.008249999,-0.4290001
y,25,0.1248473,-0.1063949,0.16675,0.01100034
y,25,0.118473,-0.1073345,0.16675,0.01100034
r,18,-0.5900426,-0.1199303,-0.5332501,0.01100028
a,1,-1.315233,-0.5959557,-1.40825,-0.4290001
s,19,-1.114784,-0.4488818,-1.05825,-0.4290001
d,4,-0.625982,-0.3753478,-0.70825,-0.4290002
d,4,-0.6140944,-0.3456941,-0.70825,-0.4290002
y,25,0.1394316,-0.09393746,0.16675,0.01100034
y,25,0.1601899,0.01074689,0.16675,0.01100034
y,25,0.1558878,0.07001793,0.16675,0.01100034
y,25,0.1611493,0.1046382,0.16675,0.01100034
y,25,0.1665866,0.1156065,0.16675,0.01100034
o,15,1.202061,0.05361861,1.21675,0.01100027
o,15,1.194349,0.09437416,1.21675,0.01100027
o,15,1.241269,0.07606687,1.21675,0.01100027
p,16,1.626327,0.02793285,1.56675,0.01100035
p,16,1.624826,0.05194267,1.56675,0.01100035
p,16,1.616997,0.07118881,1.56675,0.01100035
p,16,1.588833,0.06511924,1.56675,0.01100035
p,16,1.548922,0.04684651,1.56675,0.01100035
p,16,1.503131,0.04223159,1.56675,0.01100035
p,16,1.486691,0.09769654,1.56675,0.01100035
p,16,1.636097,0.1079638,1.56675,0.01100035
p,16,1.63166,0.09161717,1.56675,0.01100035
p,16,1.631186,0.09053356,1.56675,0.01100035
p,16,1.629614,0.09118687,1.56675,0.01100035
p,16,1.629815,0.09170931,1.56675,0.01100035
p,16,1.629537,0.09284715,1.56675,0.01100035
p,16,1.628996,0.09415375,1.56675,0.01100035
p,16,1.629446,0.09419079,1.56675,0.01100035
p,16,1.626845,0.09521262,1.56675,0.01100035
p,16,1.626185,0.0950752,1.56675,0.01100035
p,16,1.625253,0.09632997,1.56675,0.01100035
p,16,1.624665,0.09631263,1.56675,0.01100035
p,16,1.624375,0.09645011,1.56675,0.01100035
p,16,1.623399,0.09648714,1.56675,0.01100035
p,16,1.622664,0.09576141,1.56675,0.01100035
p,16,1.621896,0.09412006,1.56675,0.01100035
p,16,1.6218,0.09160395,1.56675,0.01100035
p,16,1.622291,0.09106588,1.56675,0.01100035
p,16,1.622233,0.08974952,1.56675,0.01100035
p,16,1.62197,0.08688872,1.56675,0.01100035
p,16,1.621518,0.08122983,1.56675,0.01100035
p,16,1.620312,0.07556419,1.56675,0.01100035
p,16,1.620259,0.07527214,1.56675,0.01100035
p,16,1.619001,0.07148911,1.56675,0.01100035
p,16,1.617498,0.06570257,1.56675,0.01100035
p,16,1.615497,0.06113293,1.56675,0.01100035
p,16,1.61403,0.05843925,1.56675,0.01100035
p,16,1.611423,0.05568957,1.56675,0.01100035
p,16,1.609306,0.05711703,1.56675,0.01100035
p,16,1.605854,0.05793566,1.56675,0.01100035
p,16,1.601417,0.06042037,1.56675,0.01100035
p,16,1.596951,0.06800709,1.56675,0.01100035
p,16,1.591824,0.0685427,1.56675,0.01100035
p,16,1.586593,0.06915988,1.56675,0.01100035
p,16,1.581555,0.0708268,1.56675,0.01100035
p,16,1.576468,0.073829,1.56675,0.01100035
p,16,1.571767,0.07932338,1.56675,0.01100035
p,16,1.567964,0.0810446,1.56675,0.01100035
p,16,1.564222,0.08207069,1.56675,0.01100035
p,16,1.559827,0.08239072,1.56675,0.01100035
p,16,1.557636,0.08371123,1.56675,0.01100035
p,16,1.556306,0.08430367,1.56675,0.01100035
p,16,1.55528,0.08428962,1.56675,0.01100035
p,16,1.555297,0.08402386,1.56675,0.01100035
p,16,1.555884,0.08418185,1.56675,0.01100035
p,16,1.560838,0.0874639,1.56675,0.01100035
p,16,1.561836,0.08829483,1.56675,0.01100035
p,16,1.564503,0.08962028,1.56675,0.01100035
p,16,1.568958,0.09102724,1.56675,0.01100035
p,16,1.572056,0.09339191,1.56675,0.01100035
p,16,1.57329,0.09601887,1.56675,0.01100035
p,16,1.572721,0.09867482,1.56675,0.01100035
p,16,1.572632,0.1012419,1.56675,0.01100035
p,16,1.572751,0.1036666,1.56675,0.01100035
p,16,1.574966,0.1100973,1.56675,0.01100035
p,16,1.575253,0.1156328,1.56675,0.01100035
p,16,1.574086,0.1218249,1.56675,0.01100035
p,16,1.574266,0.1285197,1.56675,0.01100035
p,16,1.57462,0.1346362,1.56675,0.01100035
p,16,1.574803,0.1399266,1.56675,0.01100035
p,16,1.578089,0.1469694,1.56675,0.01100035
p,16,1.579922,0.1530636,1.56675,0.01100035
p,16,1.58209,0.1586888,1.56675,0.01100035
p,16,1.586829,0.1649624,1.56675,0.01100035
p,16,1.590121,0.169987,1.56675,0.01100035
p,16,1.593814,0.1752478,1.56675,0.01100035
p,16,1.596699,0.1804295,1.56675,0.01100035
p,16,1.600081,0.1848716,1.56675,0.01100035
p,16,1.605393,0.189336,1.56675,0.01100035
p,16,1.607769,0.1965606,1.56675,0.01100035
p,16,1.595668,0.170684,1.56675,0.01100035
p,16,1.580343,0.1246413,1.56675,0.01100035
p,16,1.571248,0.1033062,1.56675,0.01100035
p,16,1.563618,0.08648807,1.56675,0.01100035
p,16,1.558178,0.07276684,1.56675,0.01100035
p,16,1.552694,0.06280972,1.56675,0.01100035
p,16,1.54884,0.05326572,1.56675,0.01100035
p,16,1.54794,0.04923165,1.56675,0.01100035
p,16,1.547583,0.04562138,1.56675,0.01100035
p,16,1.546297,0.04200613,1.56675,0.01100035
p,16,1.544585,0.03810137,1.56675,0.01100035
p,16,1.542553,0.03427054,1.56675,0.01100035
p,16,1.539494,0.03131931,1.56675,0.01100035
p,16,1.537192,0.02897772,1.56675,0.01100035
p,16,1.535282,0.02666164,1.56675,0.01100035
p,16,1.533602,0.02448873,1.56675,0.01100035
p,16,1.53131,0.02246633,1.56675,0.01100035
p,16,1.52955,0.02053043,1.56675,0.01100035
p,16,1.528178,0.01975948,1.56675,0.01100035
p,16,1.526874,0.01886013,1.56675,0.01100035
p,16,1.526379,0.01733066,1.56675,0.01100035
p,16,1.528389,0.01628243,1.56675,0.01100035
p,16,1.531246,0.01633435,1.56675,0.01100035
p,16,1.534781,0.01629475,1.56675,0.01100035
p,16,1.539879,0.01631538,1.56675,0.01100035
p,16,1.545956,0.01647497,1.56675,0.01100035
p,16,1.552547,0.01685754,1.56675,0.01100035
p,16,1.560162,0.01736937,1.56675,0.01100035
p,16,1.565382,0.01746968,1.56675,0.01100035
p,16,1.57037,0.01770503,1.56675,0.01100035
p,16,1.575017,0.01793539,1.56675,0.01100035
p,16,1.579021,0.01790747,1.56675,0.01100035
p,16,1.582943,0.01799876,1.56675,0.01100035
p,16,1.586426,0.01738082,1.56675,0.01100035
p,16,1.590055,0.01620675,1.56675,0.01100035
p,16,1.593378,0.01534125,1.56675,0.01100035
p,16,1.596534,0.0141647,1.56675,0.01100035
p,16,1.600383,0.01223038,1.56675,0.01100035
p,16,1.604503,0.01025326,1.56675,0.01100035
p,16,1.609401,0.00835272,1.56675,0.01100035
p,16,1.614404,0.007088047,1.56675,0.01100035
p,16,1.618202,0.005867893,1.56675,0.01100035
p,16,1.622484,0.00444533,1.56675,0.01100035
p,16,1.626618,0.002853299,1.56675,0.01100035
p,16,1.630581,0.001107451,1.56675,0.01100035
p,16,1.634927,-0.001582141,1.56675,0.01100035
p,16,1.636702,-0.004094055,1.56675,0.01100035
p,16,1.635408,-0.006206917,1.56675,0.01100035
p,16,1.632305,-0.00802773,1.56675,0.01100035
p,16,1.647449,-0.01457119,1.56675,0.01100035
p,16,1.648655,-0.01673505,1.56675,0.01100035
p,16,1.645795,-0.01408494,1.56675,0.01100035
p,16,1.650456,-0.01457527,1.56675,0.01100035
p,16,1.659555,-0.01379938,1.56675,0.01100035
p,16,1.660777,-0.008090267,1.56675,0.01100035
p,16,1.668937,-0.007345604,1.56675,0.01100035
p,16,1.672703,-0.002148299,1.56675,0.01100035
p,16,1.675177,0.002512708,1.56675,0.01100035
p,16,1.669477,0.01329501,1.56675,0.01100035
p,16,1.675339,0.01579869,1.56675,0.01100035
p,16,1.685615,0.008970625,1.56675,0.01100035
p,16,1.707791,0.08099942,1.56675,0.01100035
p,16,1.685248,0.09991305,1.56675,0.01100035
p,16,1.63923,0.1319886,1.56675,0.01100035
p,16,1.604269,0.1605902,1.56675,0.01100035
p,16,1.545634,0.1831611,1.56675,0.01100035
p,16,1.538291,0.1908967,1.56675,0.01100035
p,16,1.526313,0.198718,1.56675,0.01100035
p,16,1.523026,0.1895524,1.56675,0.01100035
p,16,1.569349,0.1885988,1.56675,0.01100035
p,16,1.591158,0.1864333,1.56675,0.01100035
p,16,1.637451,0.1808203,1.56675,0.01100035
p,16,1.654815,0.1741198,1.56675,0.01100035
p,16,1.685674,0.1714607,1.56675,0.01100035
p,16,1.648244,0.1956268,1.56675,0.01100035
p,16,1.651838,0.180061,1.56675,0.01100035
p,16,1.655774,0.1803456,1.56675,0.01100035
p,16,1.655254,0.1805809,1.56675,0.01100035
p,16,1.657487,0.1814506,1.56675,0.01100035
p,16,1.652932,0.1780287,1.56675,0.01100035
p,16,1.651775,0.1697147,1.56675,0.01100035
p,16,1.6501,0.1588172,1.56675,0.01100035
p,16,1.644331,0.1499306,1.56675,0.01100035
p,16,1.643723,0.1458537,1.56675,0.01100035
p,16,1.639691,0.1426433,1.56675,0.01100035
p,16,1.639206,0.1406333,1.56675,0.01100035
p,16,1.637448,0.1378162,1.56675,0.01100035
p,16,1.624035,0.1125227,1.56675,0.01100035
p,16,1.609462,0.08282015,1.56675,0.01100035
p,16,1.591622,0.04655444,1.56675,0.01100035
p,16,1.580696,0.02894648,1.56675,0.01100035
p,16,1.571977,0.01486076,1.56675,0.01100035
p,16,1.564544,0.003993742,1.56675,0.01100035
p,16,1.557607,-0.003328874,1.56675,0.01100035
p,16,1.549537,-0.01078812,1.56675,0.01100035
p,16,1.54443,-0.01346213,1.56675,0.01100035
p,16,1.539878,-0.01397459,1.56675,0.01100035
p,16,1.535969,-0.01472498,1.56675,0.01100035
p,16,1.532446,-0.01346458,1.56675,0.01100035
p,16,1.529727,-0.01000395,1.56675,0.01100035
p,16,1.527324,-0.006886575,1.56675,0.01100035
p,16,1.525299,-0.004230659,1.56675,0.01100035
p,16,1.523042,-0.002705324,1.56675,0.01100035
p,16,1.521925,-0.003235121,1.56675,0.01100035
p,16,1.521196,-0.00294224,1.56675,0.01100035
p,16,1.52084,-0.002544029,1.56675,0.01100035
p,16,1.520677,-0.002214883,1.56675,0.01100035
p,16,1.520737,-0.0009626343,1.56675,0.01100035
p,16,1.521671,-0.0002509565,1.56675,0.01100035
p,16,1.521953,-0.0007857094,1.56675,0.01100035
p,16,1.519624,-0.003897495,1.56675,0.01100035
p,16,1.518889,-0.006783731,1.56675,0.01100035
p,16,1.517964,-0.007793206,1.56675,0.01100035
p,16,1.526358,-0.006907911,1.56675,0.01100035
p,16,1.545579,-0.005343898,1.56675,0.01100035
p,16,1.572924,-0.0005570147,1.56675,0.01100035
p,16,1.581494,0.0002764739,1.56675,0.01100035
p,16,1.597279,-0.0002780867,1.56675,0.01100035
p,16,1.61,-0.001981257,1.56675,0.01100035
p,16,1.62466,-0.005078103,1.56675,0.01100035
p,16,1.631941,-0.007325946,1.56675,0.01100035
p,16,1.637176,-0.007618791,1.56675,0.01100035
p,16,1.640965,-0.007848384,1.56675,0.01100035
p,16,1.645922,-0.006240749,1.56675,0.01100035
p,16,1.649179,-0.005981476,1.56675,0.01100035
p,16,1.650938,-0.004535128,1.56675,0.01100035
p,16,1.651832,-0.002761189,1.56675,0.01100035
p,16,1.649191,-0.001918696,1.56675,0.01100035
p,16,1.64995,-0.003401295,1.56675,0.01100035
p,16,1.649804,-0.005824387,1.56675,0.01100035
p,16,1.64833,-0.006778757,1.56675,0.01100035
p,16,1.646369,-0.006596108,1.56675,0.01100035
p,16,1.643885,-0.005997994,1.56675,0.01100035
p,16,1.641618,-0.005581665,1.56675,0.01100035
p,16,1.638648,-0.004758868,1.56675,0.01100035
p,16,1.635005,-0.003982998,1.56675,0.01100035
p,16,1.630321,-0.01139201,1.56675,0.01100035
p,16,1.631574,-0.02253799,1.56675,0.01100035
p,16,1.634764,-0.04219295,1.56675,0.01100035
p,16,1.637058,-0.05860792,1.56675,0.01100035
p,16,1.635198,-0.08743673,1.56675,0.01100035
p,16,1.636152,-0.1049805,1.56675,0.01100035
p,16,1.634401,-0.1235598,1.56675,0.01100035
p,16,1.632975,-0.1385719,1.56675,0.01100035
p,16,1.633803,-0.1546096,1.56675,0.01100035
p,16,1.635751,-0.1632453,1.56675,0.01100035
p,16,1.633398,-0.1718651,1.56675,0.01100035
p,16,1.631216,-0.1685263,1.56675,0.01100035
p,16,1.630959,-0.1729453,1.56675,0.01100035
p,16,1.632,-0.1779881,1.56675,0.01100035
p,16,1.665434,-0.1704376,1.56675,0.01100035
p,16,1.665068,-0.1641956,1.56675,0.01100035
p,16,1.666383,-0.1548598,1.56675,0.01100035
p,16,1.665992,-0.1498162,1.56675,0.01100035
p,16,1.665285,-0.1455605,1.56675,0.01100035
p,16,1.661908,-0.1402762,1.56675,0.01100035
p,16,1.659053,-0.1356297,1.56675,0.01100035
p,16,1.655785,-0.1297951,1.56675,0.01100035
p,16,1.652138,-0.1229414,1.56675,0.01100035
p,16,1.645396,-0.1190202,1.56675,0.01100035
p,16,1.637896,-0.1153408,1.56675,0.01100035
p,16,1.633703,-0.1122957,1.56675,0.01100035
p,16,1.634934,-0.1084279,1.56675,0.01100035
p,16,1.616117,-0.1012427,1.56675,0.01100035
p,16,1.597501,-0.0862923,1.56675,0.01100035
p,16,1.571508,-0.07660912,1.56675,0.01100035
p,16,1.529154,-0.06355359,1.56675,0.01100035
p,16,1.499519,-0.05527162,1.56675,0.01100035
p,16,1.486782,-0.05838335,1.56675,0.01100035
p,16,1.475381,-0.06442241,1.56675,0.01100035
p,16,1.474704,-0.07147679,1.56675,0.01100035
p,16,1.466744,-0.07514959,1.56675,0.01100035
p,16,1.463166,-0.07965011,1.56675,0.01100035
p,16,1.46229,-0.08695127,1.56675,0.01100035
p,16,1.46341,-0.09507281,1.56675,0.01100035
p,16,1.471523,-0.1032412,1.56675,0.01100035
p,16,1.489807,-0.1052792,1.56675,0.01100035
p,16,1.501671,-0.1096505,1.56675,0.01100035
p,16,1.51244,-0.1142259,1.56675,0.01100035
p,16,1.525671,-0.1179777,1.56675,0.01100035
p,16,1.535154,-0.1224116,1.56675,0.01100035
p,16,1.54556,-0.1267451,1.56675,0.01100035
p,16,1.555367,-0.1283622,1.56675,0.01100035
p,16,1.564053,-0.1312209,1.56675,0.01100035
p,16,1.571971,-0.1329433,1.56675,0.01100035
p,16,1.581041,-0.132388,1.56675,0.01100035
