absoluteTime,trialTime,deltaTime,trialIndex,eventType,keyboardValue,xKeyHitLocal,yKeyHitLocal,candidate1,candidate2,candidate3,conditionType,currentText,targetText
791644.5176394,2.472733,0.0111755,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5288014,2.483838,0.0111053,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5397913,2.494861,0.0110231,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5509385,2.505972,0.0111112,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5623536,2.517474,0.0115016,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5732752,2.528275,0.010801,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5841616,2.539304,0.0110292,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.5955184,2.550558,0.0112537,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.607027,2.562046,0.0114883,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6175827,2.572679,0.0106323,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6287603,2.583799,0.0111207,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6399263,2.595011,0.0112113,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.651062,2.606089,0.0110785,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6622671,2.617336,0.0112472,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6734732,2.628338,0.0110016,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6846108,2.639702,0.011364,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.6954095,2.65046,0.0107582,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7067828,2.661721,0.0112606,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7175755,2.672688,0.0109675,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7286754,2.683712,0.0110236,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7400603,2.69502,0.0113083,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7509629,2.706032,0.0110115,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
